Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,isAlone,AgeBin,FareBin,Sex_male,Sex_female,Embarked_S,Embarked_C,Embarked_Q,Pclass_3,Pclass_1,Pclass_2,Title_Mr,Title_Miss,Title_Master,Title_rare
0,3,male,0.44255187364509135,0,0,0.038084590818655,S,Mr,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.7986992877051718,0,0,0.052207531201429354,S,Mr,1,1,4,2,1,0,1,0,0,0,0,1,1,0,0,0
0,3,male,0.28770517187983896,0,0,0.03072212413007189,S,Mr,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.5819139052338185,0,0,0.9137321951234779,C,Miss,1,1,3,4,0,1,0,1,0,0,1,0,0,1,0,0
1,2,female,0.41158253329204086,0,0,0.04216762135500063,S,Miss,1,1,2,1,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.3806131929389904,0,0,0.06224744104785807,Q,Mr,1,1,1,2,1,0,0,0,1,1,0,0,1,0,0,0
0,3,male,0.5044905543511923,0,0,0.031224119622393326,S,Mr,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.08640445958501085,0,1,0.13252680997285912,S,Miss,2,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0
0,3,male,0.25673583152678847,1,0,0.028329412815470995,S,Mr,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.5199752245277175,0,0,0.052207531201429354,S,Mr,1,1,3,2,1,0,1,0,0,0,0,1,1,0,0,0
0,2,male,0.7677299473521214,0,0,0.052207531201429354,S,Mr,1,1,4,2,1,0,1,0,0,0,0,1,1,0,0,0
1,1,male,0.41158253329204086,1,0,0.21324768513814604,S,Mr,2,0,2,4,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.3031898420563642,0,0,0.034788287617875516,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.45803654382161657,3,0,0.08433524271000126,S,Mr,4,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0
1,3,female,0.32641684732115206,0,0,0.031073520974696893,Q,Miss,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,2,male,0.3806131929389904,1,0,0.10441506240285871,S,Mr,2,0,1,3,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.3806131929389904,1,0,0.031826514213179044,S,Miss,2,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0
1,1,female,0.44255187364509135,0,0,0.848723778867852,S,Miss,1,1,2,4,0,1,1,0,0,0,1,0,0,1,0,0
0,3,male,0.16382781046763706,0,0,0.07544992249591184,C,Mr,1,1,0,2,1,0,0,1,0,1,0,0,1,0,0,0
0,3,male,0.43480953855682875,0,0,0.06465701941100097,S,Mr,1,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.7367606069990709,1,3,0.13804876038839492,S,Mr,5,0,4,3,0,1,1,0,0,1,0,0,1,0,0,0
1,1,male,0.5354598947042428,0,0,1.0,C,Mr,1,1,3,4,1,0,0,1,0,0,1,0,1,0,0,0
1,1,male,0.612883245586869,0,0,0.12047891815714466,S,Mr,1,1,3,3,1,0,1,0,0,0,1,0,1,0,0,0
0,1,male,0.550944564880768,1,0,0.31665875655636183,S,Mr,2,0,3,4,1,0,1,0,0,0,1,0,1,0,0,0
1,1,female,0.3186745122328894,2,2,1.0,C,Miss,5,0,1,4,0,1,0,1,0,0,1,0,0,1,0,0
0,3,male,0.36512852276246516,1,0,0.06465701941100097,S,Mr,2,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.47352121399814184,0,0,0.031826514213179044,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,1.0,1,1,0.2851334396385757,S,rare,3,0,4,4,1,0,1,0,0,0,1,0,0,0,0,1
0,3,male,0.24125116135026325,1,1,0.08132326975607264,S,Mr,3,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.45803654382161657,0,0,0.052207531201429354,S,Miss,1,1,2,2,0,1,1,0,0,0,0,1,0,1,0,0
0,1,male,0.28770517187983896,1,0,0.21324768513814604,S,Mr,2,0,0,4,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.47352121399814184,0,0,0.031123720523929036,Q,Mr,1,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0
1,2,female,0.05543511923196036,1,1,0.09236717058714423,S,Miss,3,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0
1,3,male,0.08640445958501085,0,1,0.05009915013367932,S,Master,2,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0
0,3,male,0.5044905543511923,0,0,0.03815165741642914,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.3496438525859399,0,0,0.031709248066172764,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.7367606069990709,1,2,0.26103765600714673,S,Mr,4,0,4,4,0,1,1,0,0,0,0,1,1,0,0,0
1,2,male,0.0038711675441313108,1,1,0.058231477109286583,S,Master,3,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0
0,3,male,0.4270672034685661,0,0,0.03130765167231561,S,Mr,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.5044905543511923,0,0,0.34738088068643375,S,rare,1,1,3,4,0,1,1,0,0,0,1,0,0,0,0,1
0,3,male,0.6283679157633942,0,0,0.028613743062321857,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.3031898420563642,0,0,0.029032206504721002,C,Mr,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,female,0.550944564880768,1,2,0.48191567262857865,S,Mr,4,0,3,4,0,1,1,0,0,0,1,0,1,0,0,0
0,3,male,0.24125116135026325,0,0,0.031224119622393326,S,Mr,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.7832146175286466,1,0,0.31307772151233765,S,Mr,2,0,4,4,0,1,1,0,0,0,1,0,1,0,0,0
0,1,male,0.612883245586869,0,0,0.15903217196743094,C,rare,1,1,3,3,1,0,0,1,0,0,1,0,0,0,0,1
0,3,female,0.4657788789098792,0,0,0.031123720523929036,Q,Miss,1,1,3,0,0,1,0,0,1,1,0,0,0,1,0,0
0,3,male,0.3806131929389904,1,0,0.09698552911650145,Q,Mr,2,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0
0,3,male,0.48900588417466706,0,0,0.03358349843630408,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.36512852276246516,0,0,0.03815165741642914,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.7367606069990709,0,0,0.031542183966328186,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2,female,0.876122638587798,0,0,0.04216762135500063,S,Mr,1,1,4,1,0,1,1,0,0,0,0,1,1,0,0,0
1,2,female,0.8296686280582224,1,3,0.09236717058714423,S,Mr,5,0,4,3,0,1,1,0,0,0,0,1,1,0,0,0
0,3,male,0.2722205017033137,0,0,0.031123720523929036,S,Mr,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,3,female,0.0709197894084856,0,0,0.05009915013367932,S,Miss,1,1,0,2,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.3806131929389904,0,0,0.031073520974696893,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1,female,0.6593372561164447,0,1,0.848723778867852,S,Mr,2,0,4,4,0,1,1,0,0,0,1,0,1,0,0,0
1,3,female,0.19479715082068752,0,0,0.029032206504721002,C,Miss,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1,1,female,0.25673583152678847,1,0,0.22890994449857485,S,Mr,2,0,0,4,0,1,1,0,0,0,1,0,1,0,0,0
0,1,male,0.44255187364509135,0,0,0.12047891815714466,S,Mr,1,1,2,3,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.3806131929389904,1,2,0.0941743543595014,S,Mr,4,0,1,3,1,0,1,0,0,1,0,0,1,0,0,0
1,3,female,0.2722205017033137,0,0,0.030102862490744165,S,Miss,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.11737379993806132,4,1,0.1169649497108946,Q,Master,6,0,0,3,1,0,0,0,1,1,0,0,0,0,1,0
1,3,male,0.00898110870238464,1,2,0.08262845803610838,S,Master,4,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0
0,1,male,0.7057912666460204,0,0,0.3180643439348619,C,Mr,1,1,4,4,1,0,0,1,0,0,1,0,1,0,0,0
0,2,male,0.24125116135026325,0,0,0.10441506240285871,S,Mr,1,1,0,3,1,0,1,0,0,0,0,1,1,0,0,0
0,1,male,0.612883245586869,0,0,0.12327322586560269,C,Mr,1,1,3,3,1,0,0,1,0,0,1,0,1,0,0,0
0,2,male,0.5973985754103438,0,0,0.052207531201429354,S,Mr,1,1,3,2,1,0,1,0,0,0,0,1,1,0,0,0
1,1,female,0.7522452771755962,0,0,0.10413073215600785,S,rare,1,1,4,3,0,1,1,0,0,0,1,0,0,0,0,1
1,3,female,0.47352121399814184,0,0,0.0348718196677978,S,Mr,1,1,3,1,0,1,1,0,0,1,0,0,1,0,0,0
0,3,male,0.45803654382161657,0,0,0.029032206504721002,C,Mr,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,female,0.45803654382161657,1,1,0.09698552911650145,S,Mr,3,0,2,3,0,1,1,0,0,1,0,0,1,0,0,0
1,2,female,0.47352121399814184,1,1,0.10541905338750157,S,Mr,3,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0
1,1,male,0.16382781046763706,1,2,0.48191567262857865,S,Master,4,0,0,4,1,0,1,0,0,0,1,0,0,0,1,0
1,3,male,0.0,0,1,0.0342027600756318,C,Master,2,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
1,3,male,0.41158253329204086,0,0,0.02801134847153613,S,Mr,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.47352121399814184,0,0,0.031224119622393326,S,Mr,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.5973985754103438,0,0,0.0,S,Mr,1,1,3,0,1,0,1,0,0,0,1,0,1,0,0,0
0,3,female,0.2722205017033137,0,0,0.031224119622393326,S,Miss,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1,1,female,0.5044905543511923,1,0,0.21324768513814604,S,Mr,2,0,3,4,0,1,1,0,0,0,1,0,1,0,0,0
0,3,male,0.39609786311551565,0,0,0.03167591556548262,S,Mr,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.5973985754103438,0,0,0.09698552911650145,S,Mr,1,1,3,3,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.5354598947042428,0,0,0.04216762135500063,S,Mr,1,1,3,1,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.08640445958501085,4,2,0.1255992721788233,S,Miss,7,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0
0,3,male,0.4657788789098792,0,0,0.03232850970550048,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.3496438525859399,0,0,0.031826514213179044,S,Miss,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
0,2,male,0.47352121399814184,1,1,0.14860753277568706,C,Mr,3,0,3,3,1,0,0,1,0,0,0,1,1,0,0,0
0,3,male,0.6593372561164447,0,0,0.0259029674037861,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.1483431402911118,3,2,0.11204539388614453,S,Master,6,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0
1,1,female,0.7986992877051718,1,1,0.3754926282564342,S,Mr,3,0,4,4,0,1,1,0,0,0,1,0,1,0,0,0
1,3,male,0.41158253329204086,0,0,0.034788287617875516,S,Mr,1,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0
0,1,male,0.5819139052338185,0,0,0.0,S,rare,1,1,3,0,1,0,1,0,0,0,1,0,0,0,0,1
1,3,female,0.41158253329204086,0,1,0.05009915013367932,S,Mr,2,0,2,2,0,1,1,0,0,1,0,0,1,0,0,0
0,3,male,0.02446577887890988,4,1,0.15938356881205595,S,Master,6,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0
0,3,male,0.3806131929389904,0,0,0.027910949373071845,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.22688509548074712,S,Mr,1,1,1,4,1,0,1,0,0,1,0,0,1,0,0,0
1,2,male,0.00898110870238464,0,2,0.14860753277568706,C,Master,3,0,0,3,1,0,0,1,0,0,0,1,0,0,1,0
1,3,male,0.3806131929389904,0,0,0.031123720523929036,Q,Mr,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1,female,0.9535459894704242,0,0,0.3212771150857191,S,Mr,1,1,4,4,0,1,1,0,0,0,1,0,1,0,0,0
1,3,female,0.225766491173738,1,0,0.05804754596090001,C,Mr,2,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0
1,2,male,0.006348714772375348,1,1,0.07529932384821542,S,Master,3,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0
0,3,male,0.3496438525859399,0,0,0.031542183966328186,S,Mr,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.2722205017033137,0,0,0.03333250069014336,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.5973985754103438,1,1,0.33396073399290943,C,Miss,3,0,3,4,0,1,0,1,0,0,1,0,0,1,0,0
0,3,male,0.3186745122328894,0,0,0.034788287617875516,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,male,0.612883245586869,0,0,0.11927412897557321,C,Mr,1,1,3,3,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.3031898420563642,0,0,0.031826514213179044,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.24125116135026325,0,0,0.04216762135500063,S,Mr,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,female,0.45803654382161657,0,0,0.12449488209571614,C,Miss,1,1,2,3,0,1,0,1,0,0,1,0,0,1,0,0
0,3,male,0.5277175596159802,0,0,0.025852767854553958,C,Mr,1,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,male,0.6438525859399195,0,0,0.03032052773621474,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,male,0.5354598947042428,0,0,0.031709248066172764,C,Mr,1,1,3,1,1,0,0,1,0,1,0,0,1,0,0,0
0,2,male,0.4270672034685661,0,1,0.13252680997285912,S,rare,2,0,2,3,1,0,1,0,0,0,0,1,0,0,0,1
1,1,female,0.5354598947042428,1,0,0.3578392539752617,C,Mr,2,0,3,4,0,1,0,1,0,0,1,0,1,0,0,0
0,3,male,0.05543511923196036,4,2,0.1255992721788233,S,Master,7,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0
0,3,male,1.0,0,0,0.031224119622393326,S,Mr,1,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.13285847011458657,1,1,0.061226583014673194,C,Miss,3,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0
1,1,female,0.24125116135026325,0,1,0.15822897917971665,S,Miss,2,0,0,3,0,1,1,0,0,0,1,0,0,1,0,0
0,2,female,0.67482192629297,1,0,0.10441506240285871,S,Mr,2,0,4,3,0,1,1,0,0,0,0,1,1,0,0,0
1,3,female,0.2722205017033137,0,1,0.037549262825643415,S,Mr,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
1,1,female,0.6903065964694952,1,1,0.662098721871284,S,Mr,3,0,4,4,0,1,1,0,0,0,1,0,1,0,0,0
1,1,male,0.7832146175286466,0,0,0.10662384256907302,S,Mr,1,1,4,3,1,0,1,0,0,0,1,0,1,0,0,0
1,3,female,0.36512852276246516,0,3,0.0773406383181913,C,Mr,4,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0
0,3,male,0.6283679157633942,2,0,0.056658424034548134,S,Mr,3,0,4,2,1,0,1,0,0,1,0,0,1,0,0,0
0,2,male,0.3186745122328894,1,0,0.04618358529357212,S,Mr,2,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0
1,1,female,0.7367606069990709,0,0,0.10413073215600785,S,Mr,1,1,4,3,0,1,1,0,0,0,1,0,1,0,0,0
0,2,male,0.36512852276246516,0,0,0.052207531201429354,S,Mr,1,1,1,2,1,0,1,0,0,0,0,1,1,0,0,0
1,2,female,0.6438525859399195,0,0,0.052207531201429354,S,Mr,1,1,4,2,0,1,1,0,0,0,0,1,1,0,0,0
1,2,female,0.41158253329204086,1,0,0.05565443304990526,C,Miss,2,0,2,2,0,1,0,1,0,0,0,1,0,1,0,0
0,1,male,0.47352121399814184,0,0,0.20278931184931817,S,Mr,1,1,3,4,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.3806131929389904,0,0,0.03815165741642914,S,Mr,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
1,3,male,0.05543511923196036,1,1,0.044710931317297954,S,Master,3,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0
1,1,female,0.7212759368225456,1,1,0.21105577202047374,S,Mr,3,0,4,4,0,1,1,0,0,0,1,0,1,0,0,0
0,1,male,0.5044905543511923,0,0,0.020079819692857444,S,Mr,1,1,3,0,1,0,1,0,0,0,1,0,1,0,0,0
0,3,male,0.7212759368225456,0,0,0.0361436754471434,S,Mr,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0
1,2,female,0.4270672034685661,1,0,0.09638313452571573,C,Mr,2,0,2,3,0,1,0,1,0,0,0,1,1,0,0,0
1,3,female,0.225766491173738,0,0,0.029015339456179005,C,Miss,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,3,male,0.3031898420563642,0,0,0.03954037774638716,S,Mr,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
1,1,female,0.8606379684112728,0,1,0.33396073399290943,C,Mr,2,0,4,4,0,1,0,1,0,0,1,0,1,0,0,0
1,2,female,0.3806131929389904,0,1,0.10441506240285871,S,Mr,2,0,1,3,0,1,1,0,0,0,0,1,1,0,0,0
0,3,male,0.5044905543511923,0,0,0.031709248066172764,S,Mr,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0
0,3,female,0.33415918240941467,0,0,0.042234687952774776,S,Miss,1,1,1,2,0,1,1,0,0,1,0,0,0,1,0,0
0,2,male,0.4270672034685661,0,0,0.04216762135500063,S,Mr,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0
0,3,female,0.5973985754103438,0,5,0.1169649497108946,Q,Mr,6,0,3,3,0,1,0,0,1,1,0,0,1,0,0,0
0,2,male,0.41158253329204086,0,0,0.052207531201429354,S,rare,1,1,2,2,1,0,1,0,0,0,0,1,0,0,0,1
1,1,female,0.28770517187983896,0,0,0.12047891815714466,S,Miss,1,1,0,3,0,1,1,0,0,0,1,0,0,1,0,0
0,3,female,0.32641684732115206,1,2,0.0941743543595014,S,Miss,4,0,1,3,0,1,1,0,0,1,0,0,0,1,0,0
1,1,male,0.39609786311551565,0,0,0.12047891815714466,C,Mr,1,1,2,3,1,0,0,1,0,0,1,0,1,0,0,0
0,3,male,0.48900588417466706,0,0,0.031123720523929036,Q,Mr,1,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0
